skill_id,event_timestamp,created_timestamp,curriculum_score,industry_score,practical_score,projects_completed,internships_completed,certifications,coding_score,communication_score,problem_solving_score,teamwork_score,industry_demand_score,curriculum_relevance_score,skill_gap,employability_score,gap_level
SKILL_147,2026-01-01 00:02:26+00:00,2026-01-01 00:02:27+00:00,68.0,64.0,79.0,4,0,2,84.0,57.0,78.0,72.0,64.0,67.0,0.0,83.5,Low
SKILL_148,2026-01-01 00:02:27+00:00,2026-01-01 00:02:28+00:00,86.0,55.0,79.0,1,2,1,35.0,42.0,63.0,39.0,91.0,66.0,0.0,71.95,Low
SKILL_149,2026-01-01 00:02:28+00:00,2026-01-01 00:02:29+00:00,68.0,40.0,84.0,1,2,1,64.0,51.0,60.0,42.0,91.0,84.0,0.0,72.2,Low
SKILL_150,2026-01-01 00:02:29+00:00,2026-01-01 00:02:30+00:00,46.0,66.0,75.0,3,0,0,53.0,65.0,48.0,87.0,92.0,49.0,20.0,67.05,Medium
SKILL_151,2026-01-01 00:02:30+00:00,2026-01-01 00:02:31+00:00,60.0,67.0,95.0,1,1,0,67.0,75.0,82.0,47.0,53.0,97.0,7.0,76.15,Low
SKILL_152,2026-01-01 00:02:31+00:00,2026-01-01 00:02:32+00:00,65.0,80.0,33.0,5,2,1,47.0,57.0,35.0,88.0,51.0,69.0,15.0,73.4,Medium
SKILL_153,2026-01-01 00:02:32+00:00,2026-01-01 00:02:33+00:00,35.0,51.0,44.0,4,2,3,67.0,83.0,69.0,78.0,82.0,70.0,16.0,74.2,Medium
SKILL_154,2026-01-01 00:02:33+00:00,2026-01-01 00:02:34+00:00,69.0,47.0,95.0,5,0,2,60.0,82.0,100.0,62.0,97.0,73.0,0.0,87.35,Low
SKILL_155,2026-01-01 00:02:34+00:00,2026-01-01 00:02:35+00:00,39.0,73.0,77.0,4,2,3,49.0,77.0,82.0,80.0,94.0,88.0,34.0,82.2,High
SKILL_156,2026-01-01 00:02:35+00:00,2026-01-01 00:02:36+00:00,79.0,60.0,52.0,2,2,4,49.0,59.0,70.0,85.0,59.0,48.0,0.0,80.9,Low
SKILL_157,2026-01-01 00:02:36+00:00,2026-01-01 00:02:37+00:00,56.0,58.0,63.0,5,0,3,86.0,61.0,63.0,62.0,79.0,52.0,2.0,78.4,Low
SKILL_158,2026-01-01 00:02:37+00:00,2026-01-01 00:02:38+00:00,76.0,75.0,59.0,1,1,0,38.0,41.0,73.0,47.0,75.0,51.0,0.0,65.1,Low
SKILL_159,2026-01-01 00:02:38+00:00,2026-01-01 00:02:39+00:00,76.0,81.0,85.0,3,1,0,78.0,79.0,81.0,47.0,99.0,66.0,5.0,85.5,Low
SKILL_160,2026-01-01 00:02:39+00:00,2026-01-01 00:02:40+00:00,60.0,48.0,44.0,1,1,0,76.0,58.0,83.0,60.0,71.0,81.0,0.0,65.1,Low
SKILL_161,2026-01-01 00:02:40+00:00,2026-01-01 00:02:41+00:00,84.0,63.0,48.0,3,2,1,52.0,53.0,70.0,89.0,94.0,49.0,0.0,79.4,Low
SKILL_162,2026-01-01 00:02:41+00:00,2026-01-01 00:02:42+00:00,83.0,74.0,62.0,4,0,4,49.0,69.0,66.0,45.0,54.0,53.0,0.0,79.9,Low
SKILL_163,2026-01-01 00:02:42+00:00,2026-01-01 00:02:43+00:00,47.0,96.0,54.0,1,2,4,52.0,76.0,73.0,75.0,93.0,55.0,49.0,76.35,High
SKILL_164,2026-01-01 00:02:43+00:00,2026-01-01 00:02:44+00:00,58.0,99.0,75.0,2,1,1,66.0,73.0,70.0,70.0,47.0,53.0,41.0,79.1,High
SKILL_165,2026-01-01 00:02:44+00:00,2026-01-01 00:02:45+00:00,67.0,98.0,70.0,3,0,0,94.0,36.0,94.0,39.0,88.0,71.0,31.0,77.55,High
SKILL_166,2026-01-01 00:02:45+00:00,2026-01-01 00:02:46+00:00,72.0,47.0,79.0,2,1,3,92.0,37.0,36.0,78.0,46.0,82.0,0.0,78.9,Low
SKILL_167,2026-01-01 00:02:46+00:00,2026-01-01 00:02:47+00:00,69.0,73.0,59.0,3,1,3,92.0,70.0,65.0,81.0,99.0,60.0,4.0,85.25,Low
SKILL_168,2026-01-01 00:02:47+00:00,2026-01-01 00:02:48+00:00,64.0,96.0,84.0,3,0,3,42.0,37.0,50.0,64.0,89.0,67.0,32.0,74.3,High
SKILL_169,2026-01-01 00:02:48+00:00,2026-01-01 00:02:49+00:00,74.0,93.0,34.0,3,0,0,64.0,55.0,56.0,66.0,77.0,97.0,19.0,67.9,Medium
SKILL_170,2026-01-01 00:02:49+00:00,2026-01-01 00:02:50+00:00,46.0,77.0,43.0,3,0,1,100.0,36.0,99.0,86.0,67.0,70.0,31.0,72.4,High
SKILL_171,2026-01-01 00:02:50+00:00,2026-01-01 00:02:51+00:00,52.0,94.0,35.0,2,1,2,49.0,94.0,46.0,83.0,86.0,82.0,42.0,69.05,High
SKILL_172,2026-01-01 00:02:51+00:00,2026-01-01 00:02:52+00:00,79.0,74.0,59.0,1,1,2,41.0,86.0,48.0,49.0,65.0,79.0,0.0,71.4,Low
SKILL_173,2026-01-01 00:02:52+00:00,2026-01-01 00:02:53+00:00,61.0,41.0,64.0,1,1,3,44.0,59.0,100.0,59.0,98.0,77.0,0.0,70.05,Low
SKILL_174,2026-01-01 00:02:53+00:00,2026-01-01 00:02:54+00:00,65.0,53.0,94.0,5,1,4,86.0,37.0,75.0,40.0,69.0,57.0,0.0,87.45,Low
SKILL_175,2026-01-01 00:02:54+00:00,2026-01-01 00:02:55+00:00,42.0,60.0,54.0,3,0,3,46.0,66.0,47.0,65.0,58.0,64.0,18.0,62.5,Medium
SKILL_176,2026-01-01 00:02:55+00:00,2026-01-01 00:02:56+00:00,63.0,99.0,92.0,5,0,2,36.0,94.0,57.0,65.0,95.0,49.0,36.0,84.05,High
SKILL_177,2026-01-01 00:02:56+00:00,2026-01-01 00:02:57+00:00,68.0,49.0,31.0,5,2,1,65.0,90.0,43.0,55.0,53.0,72.0,0.0,74.15,Low
SKILL_178,2026-01-01 00:02:57+00:00,2026-01-01 00:02:58+00:00,85.0,46.0,45.0,3,0,3,38.0,74.0,51.0,86.0,73.0,96.0,0.0,72.15,Low
SKILL_179,2026-01-01 00:02:58+00:00,2026-01-01 00:02:59+00:00,94.0,77.0,79.0,4,2,4,41.0,61.0,48.0,39.0,99.0,46.0,0.0,87.95,Low
SKILL_180,2026-01-01 00:02:59+00:00,2026-01-01 00:03:00+00:00,49.0,60.0,39.0,1,2,4,99.0,47.0,87.0,79.0,76.0,80.0,11.0,76.2,Low
SKILL_181,2026-01-01 00:03:00+00:00,2026-01-01 00:03:01+00:00,69.0,88.0,89.0,2,2,4,86.0,89.0,60.0,68.0,96.0,92.0,19.0,94.45,Medium
SKILL_182,2026-01-01 00:03:01+00:00,2026-01-01 00:03:02+00:00,74.0,74.0,81.0,4,1,1,55.0,76.0,47.0,98.0,61.0,100.0,0.0,84.95,Low
SKILL_183,2026-01-01 00:03:02+00:00,2026-01-01 00:03:03+00:00,75.0,40.0,31.0,3,0,0,44.0,92.0,94.0,55.0,72.0,55.0,0.0,65.65,Low
SKILL_184,2026-01-01 00:03:03+00:00,2026-01-01 00:03:04+00:00,42.0,98.0,78.0,0,2,4,66.0,78.0,99.0,42.0,57.0,52.0,56.0,79.7,High
SKILL_185,2026-01-01 00:03:04+00:00,2026-01-01 00:03:05+00:00,35.0,84.0,80.0,2,0,4,54.0,55.0,92.0,65.0,90.0,80.0,49.0,72.45,High
SKILL_186,2026-01-01 00:03:05+00:00,2026-01-01 00:03:06+00:00,86.0,54.0,36.0,2,2,2,92.0,39.0,39.0,42.0,54.0,82.0,0.0,72.9,Low
SKILL_187,2026-01-01 00:03:06+00:00,2026-01-01 00:03:07+00:00,66.0,87.0,37.0,0,0,1,84.0,83.0,70.0,75.0,69.0,99.0,21.0,69.5,Medium
SKILL_188,2026-01-01 00:03:07+00:00,2026-01-01 00:03:08+00:00,44.0,60.0,65.0,3,2,1,47.0,87.0,66.0,50.0,76.0,76.0,16.0,70.85,Medium
SKILL_189,2026-01-01 00:03:08+00:00,2026-01-01 00:03:09+00:00,45.0,49.0,44.0,0,1,0,59.0,93.0,56.0,64.0,64.0,65.0,4.0,58.1,Low
SKILL_190,2026-01-01 00:03:09+00:00,2026-01-01 00:03:10+00:00,66.0,90.0,75.0,0,0,2,66.0,73.0,46.0,81.0,62.0,65.0,24.0,73.4,Medium
SKILL_191,2026-01-01 00:03:10+00:00,2026-01-01 00:03:11+00:00,55.0,47.0,75.0,5,2,3,56.0,56.0,63.0,47.0,62.0,46.0,0.0,78.95,Low
SKILL_192,2026-01-01 00:03:11+00:00,2026-01-01 00:03:12+00:00,86.0,66.0,79.0,2,2,3,56.0,77.0,71.0,95.0,77.0,100.0,0.0,91.1,Low
SKILL_193,2026-01-01 00:03:12+00:00,2026-01-01 00:03:13+00:00,88.0,58.0,52.0,4,1,3,59.0,42.0,92.0,50.0,52.0,45.0,0.0,80.95,Low
SKILL_194,2026-01-01 00:03:13+00:00,2026-01-01 00:03:14+00:00,39.0,42.0,94.0,3,2,1,44.0,55.0,80.0,61.0,46.0,85.0,3.0,72.45,Low
SKILL_195,2026-01-01 00:03:14+00:00,2026-01-01 00:03:15+00:00,47.0,48.0,65.0,5,1,1,92.0,88.0,46.0,48.0,78.0,97.0,1.0,76.05,Low
SKILL_196,2026-01-01 00:03:15+00:00,2026-01-01 00:03:16+00:00,45.0,55.0,85.0,2,0,1,38.0,38.0,54.0,44.0,68.0,98.0,10.0,58.55,Low
SKILL_197,2026-01-01 00:03:16+00:00,2026-01-01 00:03:17+00:00,60.0,76.0,83.0,4,1,3,94.0,91.0,79.0,54.0,61.0,99.0,16.0,91.2,Medium
SKILL_198,2026-01-01 00:03:17+00:00,2026-01-01 00:03:18+00:00,38.0,68.0,43.0,2,0,1,89.0,38.0,58.0,68.0,74.0,62.0,30.0,60.15,High
SKILL_199,2026-01-01 00:03:18+00:00,2026-01-01 00:03:19+00:00,65.0,99.0,89.0,2,0,2,56.0,58.0,64.0,92.0,82.0,97.0,34.0,80.75,High
SKILL_200,2026-01-01 00:03:19+00:00,2026-01-01 00:03:20+00:00,53.0,87.0,74.0,3,1,0,89.0,52.0,97.0,81.0,55.0,98.0,34.0,82.1,High
SKILL_201,2026-01-01 00:03:20+00:00,2026-01-01 00:03:21+00:00,67.0,56.0,33.0,3,2,2,49.0,81.0,43.0,50.0,49.0,96.0,0.0,68.7,Low
SKILL_202,2026-01-01 00:03:21+00:00,2026-01-01 00:03:22+00:00,84.0,42.0,80.0,4,2,1,69.0,80.0,60.0,98.0,81.0,64.0,0.0,90.85,Low
SKILL_203,2026-01-01 00:03:22+00:00,2026-01-01 00:03:23+00:00,55.0,49.0,93.0,4,1,1,38.0,73.0,69.0,35.0,68.0,80.0,0.0,73.15,Low
SKILL_204,2026-01-01 00:03:23+00:00,2026-01-01 00:03:24+00:00,75.0,93.0,75.0,3,0,3,58.0,70.0,64.0,58.0,88.0,86.0,18.0,81.45,Medium
SKILL_205,2026-01-01 00:03:24+00:00,2026-01-01 00:03:25+00:00,69.0,94.0,43.0,1,1,1,78.0,79.0,90.0,91.0,65.0,48.0,25.0,79.45,High
SKILL_206,2026-01-01 00:03:25+00:00,2026-01-01 00:03:26+00:00,67.0,66.0,36.0,5,2,1,66.0,54.0,49.0,82.0,51.0,65.0,0.0,76.45,Low
SKILL_207,2026-01-01 00:03:26+00:00,2026-01-01 00:03:27+00:00,60.0,83.0,43.0,0,0,1,55.0,37.0,71.0,83.0,63.0,95.0,23.0,60.75,Medium
SKILL_208,2026-01-01 00:03:27+00:00,2026-01-01 00:03:28+00:00,91.0,80.0,62.0,1,0,3,67.0,58.0,95.0,95.0,78.0,72.0,0.0,84.5,Low
SKILL_209,2026-01-01 00:03:28+00:00,2026-01-01 00:03:29+00:00,75.0,78.0,78.0,0,1,1,99.0,39.0,36.0,56.0,92.0,46.0,3.0,74.6,Low
SKILL_210,2026-01-01 00:03:29+00:00,2026-01-01 00:03:30+00:00,68.0,55.0,80.0,4,2,3,74.0,72.0,94.0,93.0,54.0,79.0,0.0,94.0,Low
SKILL_211,2026-01-01 00:03:30+00:00,2026-01-01 00:03:31+00:00,83.0,71.0,36.0,4,1,3,49.0,48.0,61.0,74.0,72.0,70.0,0.0,76.2,Low
SKILL_212,2026-01-01 00:03:31+00:00,2026-01-01 00:03:32+00:00,36.0,64.0,32.0,3,0,1,40.0,73.0,86.0,57.0,69.0,94.0,28.0,56.9,High
SKILL_213,2026-01-01 00:03:32+00:00,2026-01-01 00:03:33+00:00,53.0,44.0,80.0,2,1,3,75.0,70.0,89.0,43.0,91.0,59.0,0.0,76.6,Low
SKILL_214,2026-01-01 00:03:33+00:00,2026-01-01 00:03:34+00:00,80.0,79.0,71.0,3,1,3,36.0,41.0,37.0,37.0,71.0,94.0,0.0,72.5,Low
SKILL_215,2026-01-01 00:03:34+00:00,2026-01-01 00:03:35+00:00,74.0,77.0,62.0,3,0,4,66.0,82.0,38.0,53.0,76.0,53.0,3.0,77.8,Low
SKILL_216,2026-01-01 00:03:35+00:00,2026-01-01 00:03:36+00:00,45.0,85.0,45.0,0,2,4,55.0,64.0,47.0,68.0,48.0,72.0,40.0,66.9,High
SKILL_217,2026-01-01 00:03:36+00:00,2026-01-01 00:03:37+00:00,92.0,70.0,88.0,2,0,0,37.0,59.0,54.0,68.0,70.0,49.0,0.0,75.25,Low
SKILL_218,2026-01-01 00:03:37+00:00,2026-01-01 00:03:38+00:00,95.0,67.0,38.0,3,1,1,40.0,94.0,78.0,45.0,46.0,91.0,0.0,76.25,Low
SKILL_219,2026-01-01 00:03:38+00:00,2026-01-01 00:03:39+00:00,78.0,48.0,32.0,3,1,1,55.0,62.0,96.0,67.0,65.0,79.0,0.0,71.95,Low
SKILL_220,2026-01-01 00:03:39+00:00,2026-01-01 00:03:40+00:00,68.0,80.0,80.0,1,1,2,91.0,57.0,82.0,56.0,61.0,49.0,12.0,82.15,Medium
SKILL_221,2026-01-01 00:03:40+00:00,2026-01-01 00:03:41+00:00,45.0,69.0,44.0,2,2,0,50.0,68.0,100.0,74.0,100.0,72.0,24.0,68.65,Medium
SKILL_222,2026-01-01 00:03:41+00:00,2026-01-01 00:03:42+00:00,73.0,45.0,49.0,3,0,2,38.0,92.0,59.0,81.0,82.0,59.0,0.0,70.45,Low
SKILL_223,2026-01-01 00:03:42+00:00,2026-01-01 00:03:43+00:00,91.0,92.0,82.0,5,1,3,51.0,73.0,43.0,40.0,71.0,67.0,1.0,89.1,Low
SKILL_224,2026-01-01 00:03:43+00:00,2026-01-01 00:03:44+00:00,90.0,85.0,67.0,5,0,2,53.0,64.0,59.0,74.0,68.0,58.0,0.0,85.05,Low
SKILL_225,2026-01-01 00:03:44+00:00,2026-01-01 00:03:45+00:00,57.0,61.0,77.0,0,2,2,37.0,76.0,53.0,62.0,64.0,89.0,4.0,69.4,Low
SKILL_226,2026-01-01 00:03:45+00:00,2026-01-01 00:03:46+00:00,48.0,48.0,48.0,3,1,4,95.0,70.0,74.0,64.0,53.0,77.0,0.0,76.45,Low
SKILL_227,2026-01-01 00:03:46+00:00,2026-01-01 00:03:47+00:00,59.0,53.0,82.0,2,0,2,75.0,42.0,36.0,75.0,100.0,99.0,0.0,70.0,Low
SKILL_228,2026-01-01 00:03:47+00:00,2026-01-01 00:03:48+00:00,63.0,88.0,77.0,5,2,2,98.0,84.0,55.0,82.0,64.0,81.0,25.0,95.75,High
SKILL_229,2026-01-01 00:03:48+00:00,2026-01-01 00:03:49+00:00,78.0,72.0,90.0,0,2,0,99.0,42.0,79.0,81.0,84.0,56.0,0.0,85.75,Low
SKILL_230,2026-01-01 00:03:49+00:00,2026-01-01 00:03:50+00:00,80.0,86.0,44.0,0,2,1,86.0,56.0,55.0,85.0,82.0,64.0,6.0,77.4,Low
SKILL_231,2026-01-01 00:03:50+00:00,2026-01-01 00:03:51+00:00,38.0,94.0,57.0,3,1,3,79.0,100.0,68.0,89.0,85.0,45.0,56.0,81.35,High
SKILL_232,2026-01-01 00:03:51+00:00,2026-01-01 00:03:52+00:00,57.0,77.0,35.0,5,0,1,51.0,95.0,46.0,40.0,70.0,71.0,20.0,66.2,Medium
SKILL_233,2026-01-01 00:03:52+00:00,2026-01-01 00:03:53+00:00,53.0,99.0,94.0,0,0,4,74.0,48.0,69.0,82.0,89.0,64.0,46.0,78.95,High
SKILL_234,2026-01-01 00:03:53+00:00,2026-01-01 00:03:54+00:00,47.0,77.0,78.0,5,0,2,54.0,73.0,83.0,98.0,86.0,87.0,30.0,81.55,High
SKILL_235,2026-01-01 00:03:54+00:00,2026-01-01 00:03:55+00:00,43.0,63.0,66.0,0,0,0,55.0,85.0,93.0,73.0,99.0,85.0,20.0,63.6,Medium
SKILL_236,2026-01-01 00:03:55+00:00,2026-01-01 00:03:56+00:00,47.0,50.0,48.0,2,0,4,35.0,74.0,53.0,95.0,97.0,89.0,3.0,63.8,Low
SKILL_237,2026-01-01 00:03:56+00:00,2026-01-01 00:03:57+00:00,95.0,87.0,62.0,4,1,3,42.0,59.0,80.0,64.0,89.0,91.0,0.0,86.95,Low
SKILL_238,2026-01-01 00:03:57+00:00,2026-01-01 00:03:58+00:00,81.0,59.0,47.0,1,1,0,70.0,53.0,62.0,74.0,64.0,93.0,0.0,69.95,Low
SKILL_239,2026-01-01 00:03:58+00:00,2026-01-01 00:03:59+00:00,46.0,97.0,44.0,0,2,1,97.0,63.0,100.0,85.0,55.0,57.0,51.0,76.85,High
SKILL_240,2026-01-01 00:03:59+00:00,2026-01-01 00:04:00+00:00,48.0,57.0,80.0,5,0,0,73.0,62.0,37.0,61.0,97.0,46.0,9.0,70.65,Low
SKILL_241,2026-01-01 00:04:00+00:00,2026-01-01 00:04:01+00:00,37.0,55.0,69.0,1,0,0,46.0,69.0,99.0,89.0,89.0,59.0,18.0,63.15,Medium
SKILL_242,2026-01-01 00:04:01+00:00,2026-01-01 00:04:02+00:00,55.0,88.0,54.0,0,1,3,55.0,88.0,52.0,70.0,79.0,89.0,33.0,70.1,High
SKILL_243,2026-01-01 00:04:02+00:00,2026-01-01 00:04:03+00:00,87.0,77.0,59.0,3,1,2,62.0,78.0,75.0,97.0,67.0,84.0,0.0,87.55,Low
SKILL_244,2026-01-01 00:04:03+00:00,2026-01-01 00:04:04+00:00,82.0,71.0,86.0,5,0,1,90.0,62.0,71.0,41.0,48.0,81.0,0.0,87.2,Low
SKILL_245,2026-01-01 00:04:04+00:00,2026-01-01 00:04:05+00:00,35.0,86.0,49.0,2,0,1,94.0,52.0,69.0,77.0,91.0,75.0,51.0,66.55,High
SKILL_246,2026-01-01 00:04:05+00:00,2026-01-01 00:04:06+00:00,83.0,88.0,67.0,4,1,3,90.0,99.0,65.0,38.0,93.0,89.0,5.0,92.15,Low
SKILL_247,2026-01-01 00:04:06+00:00,2026-01-01 00:04:07+00:00,39.0,69.0,88.0,2,2,4,38.0,60.0,61.0,80.0,98.0,87.0,30.0,76.05,High
SKILL_248,2026-01-01 00:04:07+00:00,2026-01-01 00:04:08+00:00,85.0,89.0,35.0,2,0,4,64.0,76.0,71.0,76.0,81.0,79.0,4.0,79.05,Low
SKILL_249,2026-01-01 00:04:08+00:00,2026-01-01 00:04:09+00:00,38.0,57.0,58.0,4,2,3,51.0,56.0,71.0,83.0,57.0,78.0,19.0,73.95,Medium
SKILL_250,2026-01-01 00:04:09+00:00,2026-01-01 00:04:10+00:00,56.0,92.0,80.0,2,1,1,66.0,85.0,80.0,55.0,88.0,55.0,36.0,79.6,High
SKILL_251,2026-01-01 00:04:10+00:00,2026-01-01 00:04:11+00:00,38.0,90.0,30.0,3,2,4,47.0,45.0,85.0,51.0,79.0,62.0,52.0,67.65,High
SKILL_252,2026-01-01 00:04:11+00:00,2026-01-01 00:04:12+00:00,56.0,96.0,53.0,1,2,4,42.0,62.0,39.0,51.0,81.0,80.0,40.0,69.7,High
SKILL_253,2026-01-01 00:04:12+00:00,2026-01-01 00:04:13+00:00,61.0,92.0,40.0,5,0,3,55.0,45.0,39.0,90.0,64.0,85.0,31.0,72.6,High
SKILL_254,2026-01-01 00:04:13+00:00,2026-01-01 00:04:14+00:00,92.0,51.0,46.0,2,2,1,82.0,86.0,89.0,67.0,68.0,67.0,0.0,85.3,Low
SKILL_255,2026-01-01 00:04:14+00:00,2026-01-01 00:04:15+00:00,61.0,50.0,93.0,0,2,1,85.0,87.0,85.0,81.0,91.0,48.0,0.0,84.4,Low
SKILL_256,2026-01-01 00:04:15+00:00,2026-01-01 00:04:16+00:00,79.0,74.0,77.0,0,0,0,53.0,97.0,72.0,93.0,49.0,57.0,0.0,76.7,Low
SKILL_257,2026-01-01 00:04:16+00:00,2026-01-01 00:04:17+00:00,80.0,70.0,51.0,4,1,2,88.0,44.0,76.0,98.0,65.0,60.0,0.0,86.2,Low
SKILL_258,2026-01-01 00:04:17+00:00,2026-01-01 00:04:18+00:00,36.0,80.0,53.0,2,1,0,81.0,69.0,53.0,42.0,70.0,93.0,44.0,63.15,High
SKILL_259,2026-01-01 00:04:18+00:00,2026-01-01 00:04:19+00:00,41.0,69.0,36.0,2,0,3,59.0,71.0,35.0,49.0,81.0,57.0,28.0,57.2,High
SKILL_260,2026-01-01 00:04:19+00:00,2026-01-01 00:04:20+00:00,42.0,44.0,89.0,0,2,0,70.0,69.0,100.0,97.0,84.0,67.0,2.0,75.8,Low
SKILL_261,2026-01-01 00:04:20+00:00,2026-01-01 00:04:21+00:00,68.0,85.0,33.0,5,2,2,37.0,48.0,94.0,79.0,76.0,78.0,17.0,78.75,Medium
SKILL_262,2026-01-01 00:04:21+00:00,2026-01-01 00:04:22+00:00,95.0,58.0,45.0,1,0,1,50.0,94.0,100.0,100.0,70.0,57.0,0.0,78.95,Low
SKILL_263,2026-01-01 00:04:22+00:00,2026-01-01 00:04:23+00:00,65.0,99.0,63.0,2,2,2,87.0,73.0,99.0,51.0,85.0,74.0,34.0,87.1,High
SKILL_264,2026-01-01 00:04:23+00:00,2026-01-01 00:04:24+00:00,55.0,58.0,82.0,2,0,0,65.0,89.0,57.0,66.0,54.0,54.0,3.0,70.9,Low
SKILL_265,2026-01-01 00:04:24+00:00,2026-01-01 00:04:25+00:00,42.0,93.0,81.0,3,1,1,62.0,87.0,58.0,56.0,74.0,48.0,51.0,75.9,High
SKILL_266,2026-01-01 00:04:25+00:00,2026-01-01 00:04:26+00:00,93.0,62.0,37.0,1,2,1,83.0,91.0,60.0,52.0,76.0,66.0,0.0,79.1,Low
SKILL_267,2026-01-01 00:04:26+00:00,2026-01-01 00:04:27+00:00,51.0,62.0,79.0,0,1,4,78.0,98.0,63.0,62.0,55.0,45.0,11.0,77.75,Low
SKILL_268,2026-01-01 00:04:27+00:00,2026-01-01 00:04:28+00:00,53.0,48.0,56.0,1,1,2,47.0,83.0,90.0,85.0,81.0,61.0,0.0,70.1,Low
SKILL_269,2026-01-01 00:04:28+00:00,2026-01-01 00:04:29+00:00,94.0,66.0,84.0,1,2,4,55.0,47.0,67.0,58.0,88.0,55.0,0.0,86.35,Low
SKILL_270,2026-01-01 00:04:29+00:00,2026-01-01 00:04:30+00:00,38.0,86.0,54.0,5,0,4,46.0,71.0,76.0,51.0,81.0,98.0,48.0,71.6,High
SKILL_271,2026-01-01 00:04:30+00:00,2026-01-01 00:04:31+00:00,73.0,67.0,70.0,2,2,1,47.0,47.0,65.0,36.0,60.0,53.0,0.0,72.3,Low
SKILL_272,2026-01-01 00:04:31+00:00,2026-01-01 00:04:32+00:00,72.0,50.0,83.0,5,0,3,79.0,68.0,43.0,42.0,51.0,80.0,0.0,81.25,Low
SKILL_273,2026-01-01 00:04:32+00:00,2026-01-01 00:04:33+00:00,37.0,67.0,73.0,4,1,0,55.0,47.0,91.0,83.0,98.0,98.0,30.0,71.9,High
SKILL_274,2026-01-01 00:04:33+00:00,2026-01-01 00:04:34+00:00,87.0,83.0,76.0,4,1,4,71.0,58.0,36.0,48.0,54.0,79.0,0.0,87.1,Low
SKILL_275,2026-01-01 00:04:34+00:00,2026-01-01 00:04:35+00:00,81.0,77.0,46.0,3,1,3,58.0,63.0,77.0,59.0,80.0,70.0,0.0,79.25,Low
SKILL_276,2026-01-01 00:04:35+00:00,2026-01-01 00:04:36+00:00,35.0,59.0,57.0,0,1,3,61.0,87.0,76.0,93.0,91.0,74.0,24.0,68.3,Medium
SKILL_277,2026-01-01 00:04:36+00:00,2026-01-01 00:04:37+00:00,68.0,76.0,35.0,4,0,0,89.0,92.0,41.0,91.0,56.0,60.0,8.0,75.35,Low
SKILL_278,2026-01-01 00:04:37+00:00,2026-01-01 00:04:38+00:00,77.0,92.0,36.0,3,2,2,66.0,42.0,79.0,93.0,48.0,84.0,15.0,81.95,Medium
SKILL_279,2026-01-01 00:04:38+00:00,2026-01-01 00:04:39+00:00,63.0,80.0,58.0,1,1,3,78.0,38.0,43.0,39.0,100.0,76.0,17.0,68.55,Medium
SKILL_280,2026-01-01 00:04:39+00:00,2026-01-01 00:04:40+00:00,84.0,50.0,44.0,3,1,0,51.0,93.0,91.0,60.0,69.0,54.0,0.0,75.85,Low
SKILL_281,2026-01-01 00:04:40+00:00,2026-01-01 00:04:41+00:00,53.0,50.0,82.0,3,2,3,99.0,83.0,81.0,86.0,82.0,68.0,0.0,91.0,Low
SKILL_282,2026-01-01 00:04:41+00:00,2026-01-01 00:04:42+00:00,65.0,80.0,75.0,1,1,0,39.0,86.0,88.0,67.0,94.0,82.0,15.0,74.2,Medium
SKILL_283,2026-01-01 00:04:42+00:00,2026-01-01 00:04:43+00:00,49.0,71.0,90.0,1,0,4,40.0,72.0,96.0,96.0,62.0,58.0,22.0,77.75,Medium
SKILL_284,2026-01-01 00:04:43+00:00,2026-01-01 00:04:44+00:00,80.0,52.0,32.0,5,1,4,42.0,78.0,67.0,84.0,55.0,75.0,0.0,79.8,Low
SKILL_285,2026-01-01 00:04:44+00:00,2026-01-01 00:04:45+00:00,40.0,80.0,45.0,3,2,3,82.0,90.0,98.0,93.0,70.0,56.0,40.0,83.9,High
SKILL_286,2026-01-01 00:04:45+00:00,2026-01-01 00:04:46+00:00,71.0,64.0,47.0,2,2,1,60.0,40.0,38.0,63.0,78.0,61.0,0.0,68.15,Low
SKILL_287,2026-01-01 00:04:46+00:00,2026-01-01 00:04:47+00:00,77.0,92.0,95.0,1,2,4,42.0,99.0,77.0,73.0,61.0,64.0,15.0,92.65,Medium
SKILL_288,2026-01-01 00:04:47+00:00,2026-01-01 00:04:48+00:00,56.0,68.0,73.0,0,0,1,70.0,62.0,76.0,77.0,65.0,68.0,12.0,68.9,Medium
SKILL_289,2026-01-01 00:04:48+00:00,2026-01-01 00:04:49+00:00,94.0,79.0,95.0,2,1,4,61.0,47.0,79.0,44.0,80.0,53.0,0.0,89.55,Low
SKILL_290,2026-01-01 00:04:49+00:00,2026-01-01 00:04:50+00:00,85.0,40.0,61.0,0,0,0,54.0,69.0,51.0,52.0,89.0,96.0,0.0,62.75,Low
SKILL_291,2026-01-01 00:04:50+00:00,2026-01-01 00:04:51+00:00,87.0,66.0,94.0,1,0,1,60.0,54.0,44.0,93.0,55.0,85.0,0.0,78.75,Low
SKILL_292,2026-01-01 00:04:51+00:00,2026-01-01 00:04:52+00:00,39.0,97.0,94.0,0,1,1,75.0,45.0,90.0,85.0,65.0,79.0,58.0,76.0,High
SKILL_293,2026-01-01 00:04:52+00:00,2026-01-01 00:04:53+00:00,60.0,90.0,48.0,4,2,1,74.0,39.0,55.0,38.0,67.0,86.0,30.0,73.4,High
